frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
537,347,[2317.218490540692 1227.9345177419432 2879.126638253505 1692.515141683996],[2507.78662109375 1532.91357421875 2682.767578125 1622.741455078125],0.601665735,EF10DZT,0.590349931
541,23,[908.3157567240468 1312.5033555228586 1561.4516980537164 1917.8862536717797],[1137.386474609375 1690.0579833984375 1329.1429443359375 1779.5526123046875],0.676207185,AK64DMC,0.362268417
542,23,[903.6976429290892 1314.2498012515864 1563.2661915966937 1926.033218005208],[1133.5550537109375 1689.3914794921875 1331.493896484375 1787.9322509765625],0.707527637,AK64DMV,0.657630753
543,23,[901.134658094724 1319.793229055281 1561.0410040090826 1931.5686826805008],[1125.5057373046875 1697.300537109375 1332.8477783203125 1799.93115234375],0.676607251,AK64DMV,0.710838807
543,347,[2314.0231681504697 1243.9673760999408 2883.8587568352486 1724.6065122437674],[2513.3798828125 1550.088134765625 2688.460205078125 1645.7376708984375],0.608890057,EF10DZT,0.131965712
544,23,[899.641767476765 1322.5338566163769 1560.829094968772 1935.495141674995],[1130.3192138671875 1701.1263427734375 1333.7518310546875 1801.4974365234375],0.67518121,AK64DMV,0.868542684
544,347,[2316.8537511946324 1249.242471303779 2884.2367515668293 1729.010943349416],[2518.774658203125 1559.33203125 2685.664306640625 1649.71142578125],0.581837893,EF10OZT,0.42148297
545,23,[897.4684785820895 1325.98268040949 1559.435781214272 1939.297821265992],[1130.2294921875 1707.3494873046875 1329.0731201171875 1801.2181396484375],0.644241691,AK64DMV,0.370008092
546,23,[892.5439357301113 1329.9556482663786 1558.0952450563161 1946.2426591652581],[1126.2060546875 1717.525390625 1326.9844970703125 1814.4691162109375],0.666713715,AK64DMV,0.290969841
546,347,[2320.1485179015867 1259.344243253319 2887.3138191205753 1742.1218793636008],[2515.561279296875 1565.219970703125 2686.06396484375 1655.326904296875],0.55217582,EF10DZT,0.620012
548,23,[884.6657892474283 1338.1345945916441 1558.2985943276221 1962.0883188677121],[1127.2431640625 1727.7711181640625 1322.2025146484375 1824.6082763671875],0.697598994,AK64DMV,0.734165743
549,23,[883.113051489536 1342.5061714079188 1559.528468312205 1969.2225473859112],[1119.0322265625 1726.0224609375 1321.76806640625 1822.780517578125],0.703931391,AK64DMV,0.752363056
551,347,[2323.875711509068 1274.8765257274395 2896.8473844913256 1766.1510967108331],[2518.098876953125 1588.9493408203125 2691.848388671875 1677.1710205078125],0.654652655,EF10DZT,0.83308195
552,23,[876.3404519035375 1356.4545097498492 1557.7527685226005 1988.582363919615],[1108.7886962890625 1744.445068359375 1322.6778564453125 1849.456787109375],0.643020213,AK64DMV,0.774425786
552,347,[2322.0655571847888 1272.3765081958898 2902.3608582993884 1771.317988888984],[2521.424560546875 1595.2135009765625 2693.291015625 1679.4822998046875],0.639732897,EF10DZT,0.563669101
553,23,[876.628690229542 1360.6481260738508 1555.6189559162744 1991.2097590598414],[1113.41015625 1751.46826171875 1312.0008544921875 1847.1375732421875],0.658623993,AK64OMV,0.461482359
555,23,[874.4667090892976 1369.8531697661933 1554.6417128103863 2003.0937932378874],[1105.5318603515625 1765.1048583984375 1306.694091796875 1855.9647216796875],0.671008527,AK64DMV,0.610772149
555,347,[2320.7862549166125 1283.700537971972 2904.4774492896977 1790.9338534969627],[2521.32421875 1609.7801513671875 2693.8388671875 1698.6075439453125],0.618298352,EF10DZT,0.597200106
557,347,[2321.961727069537 1291.0776570504354 2904.4111521234922 1800.9109857741942],[2524.05517578125 1611.7794189453125 2693.53759765625 1701.8134765625],0.631641269,EF10OZT,0.470879792
559,347,[2328.9632717650056 1298.9980969792775 2909.030078612851 1806.7476131037515],[2525.818603515625 1622.005859375 2700.26904296875 1709.1025390625],0.630411386,EF10DZT,0.134846533
560,23,[858.0098385540608 1394.7138914760399 1542.2724088342989 2032.9066131012296],[1099.7384033203125 1794.2169189453125 1297.0323486328125 1892.4083251953125],0.68366164,AK64DMV,0.768197897
562,23,[850.1440354356989 1399.060588926169 1543.0778941680903 2047.5254073030383],[1095.175048828125 1799.4400634765625 1299.711181640625 1897.5465087890625],0.70130682,AK64DMV,0.50499442
562,347,[2335.0746196309974 1317.2524439303563 2904.182569457363 1813.8606411740848],[2527.708251953125 1634.3892822265625 2709.476318359375 1724.7137451171875],0.635474682,EF10DZT,0.264219775
563,23,[849.1175094133312 1404.8304873514212 1540.9230906923435 2053.262416004652],[1089.9251708984375 1809.131591796875 1301.243896484375 1909.1654052734375],0.695886374,AK64DMV,0.398057031
564,23,[847.7828143370778 1411.3140543441953 1541.4708853885681 2061.889312973894],[1089.1019287109375 1820.873046875 1294.993408203125 1917.565185546875],0.681226015,AK64DMV,0.851574784
565,23,[845.3696950496043 1414.2082130126385 1542.1384091502437 2068.170584282816],[1090.493896484375 1823.3170166015625 1295.72802734375 1919.2042236328125],0.700574696,AK64DMV,0.581961459
565,347,[2328.674073115077 1320.160135761941 2920.4602128258434 1836.2877639198857],[2528.384033203125 1642.9779052734375 2716.641357421875 1739.4268798828125],0.651320875,EF10DZT,0.195174242
566,23,[842.6465106942377 1419.1771745931217 1544.9990545059673 2078.261312177792],[1081.728515625 1829.1895751953125 1293.5379638671875 1925.2708740234375],0.677901924,AK64DMV,0.548216194
567,23,[840.347074351472 1423.8028153983382 1545.2926236220906 2085.583172819959],[1079.4100341796875 1831.8834228515625 1287.5240478515625 1932.5408935546875],0.704667509,AK64DMV,0.551016891
568,23,[836.7629063687888 1426.9345628042865 1543.7918062491667 2091.38053483172],[1076.499755859375 1834.0458984375 1291.0242919921875 1938.774169921875],0.699388027,AK64DMV,0.802383071
569,23,[832.160509859018 1431.8038151766882 1539.1699289830935 2096.590750188652],[1078.9368896484375 1840.9200439453125 1286.56298828125 1943.930419921875],0.680868089,AK64DMV,0.662909891
571,23,[832.0785409873664 1443.4772444692662 1535.896961885608 2106.233696894704],[1078.420166015625 1859.712158203125 1283.085205078125 1956.5537109375],0.687214792,AK64DMV,0.611625168
571,347,[2330.5364327867055 1334.5187762969615 2927.8809252967258 1864.685214402476],[2539.068603515625 1679.965576171875 2725.78857421875 1768.6915283203125],0.603161991,EF10DZT,0.288367422
572,347,[2335.6113336906474 1352.0224856485147 2920.2665406748856 1870.0902198729787],[2535.8037109375 1681.9351806640625 2724.622802734375 1773.7406005859375],0.653447628,EF10DZT,0.300658595
573,347,[2336.8557948906887 1361.9853804558034 2920.321492457964 1878.6538235102716],[2538.162109375 1690.8270263671875 2721.558349609375 1785.7174072265625],0.648236156,EF10DZT,0.292338827
575,23,[817.7689044494671 1460.838468831885 1528.3659958326239 2127.5449583369605],[1064.550048828125 1879.9149169921875 1280.9451904296875 1984.6153564453125],0.705944002,AK64DMV,0.608704205
576,23,[814.9069144782379 1468.4558792848802 1525.0055130913165 2132.6331074291793],[1063.5115966796875 1892.6231689453125 1277.806884765625 1989.7064208984375],0.680518508,AK64OMV,0.528264517
577,23,[810.8896112979066 1470.546943541762 1522.80661716555 2135.1046132144156],[1057.89599609375 1889.2115478515625 1279.2210693359375 1995.2603759765625],0.662868261,AK64DMV,0.729041596
578,23,[810.0796076441844 1478.554867918035 1521.3224521232787 2141.623088962123],[1051.1181640625 1899.336181640625 1274.894287109375 2004.3046875],0.668934405,AK64DMV,0.6456464
579,23,[810.4987425229956 1486.4047546110655 1518.0194449602204 2145.023784595822],[1051.3472900390625 1908.889892578125 1276.734130859375 2014.402587890625],0.691771805,AK64DMV,0.65980755
580,23,[810.8843323413853 1492.3767900681219 1514.8986242488463 2146.3220683535997],[1053.1207275390625 1916.1058349609375 1270.26806640625 2014.615478515625],0.708751023,AK64DMV,0.72845188
581,23,[813.7185223030472 1497.4716271747566 1513.4055122667392 2145.7274589767744],[1049.7972412109375 1921.740234375 1269.72119140625 2021.85205078125],0.694552898,AK64OMV,0.414227795
582,23,[818.1770252832705 1502.570552772836 1513.5007555173975 2143.5272949904215],[1049.7044677734375 1927.5274658203125 1257.4510498046875 2025.1593017578125],0.686114073,AK64DMV,0.573117431
582,347,[2338.341852993485 1399.9845731816383 2945.1868031240692 1932.4241681325364],[2538.168212890625 1738.4666748046875 2735.453369140625 1836.0406494140625],0.65952301,EF10DZT,0.092805487
583,23,[819.0280730523572 1508.678957205544 1510.63413137217 2143.0247152688753],[1047.7174072265625 1929.6134033203125 1256.551025390625 2031.876708984375],0.681091726,AK64DMV,0.559110431
584,23,[817.9731138685556 1517.723049654117 1506.6057117795867 2145.524569988302],[1046.4163818359375 1936.89111328125 1258.951171875 2039.3935546875],0.661184728,AK64OMV,0.502916046
584,347,[2341.6791519655076 1411.8594287366059 2950.674419559711 1944.5150690340542],[2539.7734375 1747.8848876953125 2737.6328125 1847.8311767578125],0.653106093,EF10DZT,0.140159647
585,23,[812.8303641138377 1526.381757210675 1500.3921667927066 2148.7240493820773],[1045.822265625 1951.4952392578125 1258.446533203125 2046.9818115234375],0.693204641,AK64DMV,0.526582513
587,23,[813.9901136537616 1543.763617926811 1490.1986340477388 2146.1595780456864],[1038.87890625 1967.143798828125 1250.403076171875 2061.485595703125],0.680860877,AK64DMV,0.697009253
589,23,[811.7807064527666 1550.8088447907671 1485.6817813551716 2140.9194285127824],[1029.5302734375 1976.2672119140625 1248.5084228515625 2075.53271484375],0.702274919,AK64DMV,0.61261542
590,23,[806.6976763735147 1552.414768519739 1483.8448814773078 2139.367170986987],[1026.75146484375 1982.115234375 1247.1588134765625 2083.33251953125],0.703089774,AK64DMV,0.642463793
591,23,[798.6396116524595 1558.0435434409574 1480.4263234784694 2142.188156193265],[1026.3673095703125 1987.5762939453125 1250.488037109375 2092.802490234375],0.695083201,AK64DMV,0.723192388
592,23,[795.4786497700372 1561.1815700160516 1482.5771847117603 2144.1021407373564],[1025.865966796875 1997.489990234375 1247.470458984375 2095.1103515625],0.702475905,AK64DMV,0.270812354
593,23,[792.4706365564714 1567.0331435320059 1478.3895085020004 2143.479659935556],[1021.0079956054688 2002.7032470703125 1244.825439453125 2109.274169921875],0.718141615,AK64DMV,0.668275568
594,23,[791.3080770387248 1569.2167531169664 1482.9171042341866 2145.9503341541154],[1021.4251708984375 2013.392578125 1233.644775390625 2115.078369140625],0.714460373,AK64DMV,0.362849388
595,23,[790.1952564823047 1572.7108605765957 1484.5177643795905 2146.7363259933154],[1020.1983032226562 2015.1961669921875 1236.390380859375 2121.1298828125],0.725376785,AK64DMV,0.379564664
595,52,[3147.8420174575695 1148.7149166322097 3710.819497281301 1601.4267825567256],[3367.42822265625 1400.3316650390625 3537.75 1493.7686767578125],0.367708862,OU62HIJ,0.38642605
596,23,[784.6875041483116 1575.0450642849073 1486.057209187752 2150.2747256765942],[1009.08837890625 2024.05517578125 1236.685546875 2130.1787109375],0.70194,AK64DMV,0.598490053
597,23,[784.6080362204243 1586.137320340255 1480.9446311078932 2151.1631934577545],[1004.4415283203125 2032.688232421875 1239.31494140625 2140.386474609375],0.706222951,AK64DMV,0.707335639
597,347,[2330.2519735646583 1477.6753062313153 2972.1027003520926 2029.118874253573],[2562.096923828125 1825.49560546875 2756.229736328125 1923.022705078125],0.692552865,EF10DZT,0.372493221
598,23,[782.0833576613422 1590.6261379518835 1480.8967628551936 2151.955213100637],[1000.210693359375 2036.9957275390625 1235.5072021484375 2143.52685546875],0.698045015,AK64DMV,0.580757627
598,347,[2329.941975200782 1480.92313428851 2976.287055674331 2036.0352797429016],[2557.5068359375 1830.6708984375 2756.20849609375 1929.633544921875],0.670370638,EF10DZT,0.469905514
599,23,[778.6015492534839 1594.6326565770842 1478.4105026080206 2151.7719643184305],[1000.4491577148438 2050.10009765625 1234.4527587890625 2156.150390625],0.730196059,AK64DMV,0.694501233
599,347,[2331.234075183338 1485.8739857981805 2981.097269964905 2044.6199663649934],[2561.860107421875 1836.457763671875 2764.35693359375 1935.927978515625],0.676883757,EF10DZT,0.559830906
600,23,[779.1163948597255 1603.1523123673353 1473.9322633226675 2150.769045211411],[1003.9530029296875 2064.321533203125 1226.3946533203125 2160.0],0.730806291,AK64DMV,0.502748074
600,347,[2329.2624837514327 1490.55257139446 2980.1289755863627 2051.2282108975487],[2563.980712890625 1840.4349365234375 2764.759521484375 1941.9134521484375],0.67323947,EF10DZT,0.277799365
601,23,[776.9495595151051 1605.2473535498584 1474.2244853435523 2150.4551008025087],[999.6055297851562 2067.202880859375 1224.5 2160.0],0.732282996,AK64DMV,0.306578571
601,347,[2329.488926250847 1495.1821518273682 2981.9830630077577 2057.5449374081563],[2561.16015625 1842.576416015625 2765.78564453125 1947.33544921875],0.658422649,EF10DZT,0.296264478
603,23,[779.8179236885026 1621.9657681132448 1468.5900148791602 2148.1624374887324],[993.4237060546875 2083.29150390625 1218.4925537109375 2160.0],0.678744376,AK64DMV,0.544973676
606,347,[2333.608820917798 1521.2817295933005 2991.932729528491 2088.9737188752274],[2568.288818359375 1883.9630126953125 2771.072265625 1981.9833984375],0.710592449,EF10DZT,0.573213534
618,347,[2345.565622807838 1593.7386800150903 3009.5891339918335 2148.7403855959556],[2582.8369140625 1966.68798828125 2793.900390625 2063.574462890625],0.712166786,EF10DZT,0.7134634
618,52,[3219.324931028762 1220.8531607817738 3844.5412379782993 1731.0106609113984],[3471.252197265625 1553.42138671875 3641.8720703125 1633.9368896484375],0.378212512,OU62OYJ,0.12396495
620,347,[2349.978357949806 1602.6591074960754 3013.2556913829226 2150.725072236208],[2586.7587890625 1977.8994140625 2793.93017578125 2080.748291015625],0.703284562,EF10DZT,0.158678682
622,347,[2347.5114517908823 1613.5831112896317 3009.2144339367346 2150.1996699062065],[2588.1650390625 1988.808837890625 2796.432861328125 2091.0380859375],0.695813656,EF10DZT,0.179397197
627,52,[3245.527676367905 1253.5644327435302 3852.371163589409 1763.3035248387268],[3528.2021484375 1612.09423828125 3682.02685546875 1688.167236328125],0.304079056,JU62HYJ,0.3989952
630,52,[3246.3589198570985 1265.2168302934804 3861.119821169469 1791.7567655793232],[3543.429931640625 1594.096435546875 3700.109619140625 1704.0611572265625],0.471709281,JU62HVJ,0.46031453
632,347,[2375.62057552111 1672.0724823652158 3030.948446724353 2151.954930729361],[2598.555419921875 2070.542236328125 2818.254150390625 2160.0],0.724811316,EF10DZT,0.801775969
639,262,[2221.9657853521594 1326.457506312554 2845.2298979772067 1832.6013498704328],[2436.9638671875 1662.393310546875 2626.055419921875 1752.89794921875],0.386293262,AF65JKV,0.321380542
640,262,[2221.656674744845 1329.9513514341033 2847.9920872853327 1838.0168964985207],[2442.2880859375 1660.8900146484375 2613.220458984375 1749.6976318359375],0.483224213,AF65JRV,0.66454779
643,262,[2217.46104951342 1334.6345107685054 2852.1329868662933 1851.729149511975],[2451.557373046875 1680.29150390625 2635.2333984375 1759.27001953125],0.468176663,AF65JKY,0.349344346
644,262,[2217.086190335525 1338.1806501663173 2852.0499683605667 1855.9914827256814],[2437.59521484375 1682.3477783203125 2621.04052734375 1762.9222412109375],0.2787503,AF65JKY,0.440728335
645,262,[2220.4219973589466 1340.693876993181 2862.0909133631844 1863.856803049754],[2441.18994140625 1686.3603515625 2629.8193359375 1768.934326171875],0.507426798,AF65JKV,0.513721983
646,262,[2225.476807817135 1348.0010389727952 2862.7796986519916 1866.69977603342],[2437.43505859375 1691.5653076171875 2623.35888671875 1769.5301513671875],0.314512223,AF65JKV,0.516221681
647,52,[3309.421150194782 1344.854990277286 3862.859192935925 1897.0380770127122],[3645.33984375 1696.989990234375 3796.22314453125 1800.763916015625],0.334953934,OS62HIJ,0.184126557
648,262,[2225.654208683508 1361.819514849952 2862.739890193208 1879.069243151383],[2449.297119140625 1701.9273681640625 2629.257568359375 1794.4080810546875],0.354164422,AF65JKV,0.19529976
649,262,[2224.4889792799527 1365.5716487582165 2861.764902564278 1882.6276684819113],[2442.94287109375 1701.0992431640625 2634.906982421875 1794.2786865234375],0.395216525,AF65JKV,0.478153746
650,262,[2227.1341534193048 1370.9653425364386 2864.206371203334 1886.6821863758223],[2451.02001953125 1713.7635498046875 2641.290771484375 1800.8250732421875],0.468406111,AF65JKV,0.637196722
651,262,[2226.393080870249 1375.1332497559983 2863.6816819103833 1890.5932461368386],[2448.1318359375 1725.2076416015625 2642.572998046875 1800.148681640625],0.312788367,AR65JKV,0.540467389
